"Street Name","Locality","Street Adoption Status","Property Notice Description"
"Royston Mains Crescent","Royston","Adopted","ROYSTON MAINS CRESCENTFrom PILTON DRIVE NORTH westwards to CREWE ROAD NORTH including northwards crescent and two northwards loops.Carriageways and adjacent footways adopted for maintenance."
"Royston Mains Gardens","Royston","Adopted","ROYSTON MAINS GARDENSFrom BOSWALL PARKWAY northwards to ROYSTON MAINS CRESCENT. Carriageways and adjacent footways adopted for maintenance."
"Royston Mains Green","Royston","Adopted","ROYSTON MAINS GREENTwo roadways from ROYSTON MAINS AVENUE northwards to ROYSTON MAINS CRESCENT. Carriageways and adjacent footways adopted for maintenance."
"Royston Mains Place","Royston","Adopted","ROYSTON MAINS PLACEFrom BOSWALL PARKWAY northwards to ROYSTON MAINS CRESCENT including westwards off shoot.Carriageways and adjacent footways adopted for maintenance."
"Royston Mains Road","Royston","Adopted","ROYSTON MAINS ROADFrom BOSWALL PARKWAY northwards to  WEST GRANTON ROAD. Carriageways and adjacent footways adopted for maintenance."
"Royston Mains Street","Royston","Adopted","ROYSTON MAINS STREETFrom BOSWALL PARKWAY northwards to  WEST GRANTON ROAD.Carriageways and adjacent footways adopted for maintenance."
"Royston Terrace","Warriston","Adopted","ROYSTON TERRACEFrom INVERLEITH  ROW eastwards to  MONMOUTH TERRACE.Carriageways and adjacent footways adopted for maintenance."
"Russell Gardens","Roseburn","Adopted","RUSSELL GARDENSSouth-east from ROSEBURN STREET, branching north-east and south-west.Carriageways and adjacent footways adopted for maintenance. Public except private courtyards at the end of the branches."
"Russell Place","Trinity","Adopted","RUSSELL PLACEFrom EAST TRINITY ROAD northwards.Carriageways and adjacent footways adopted for maintenance. TRINITY GROVE westwards from RUSSELL PLACE is private."
"Russell Road","Roseburn","Adopted","RUSSELL ROADFrom ROSEBURN STREET southwards to MURIESTON CRESCENT and corners of L.M.S. RAILWAY BRIDGE, HAYMARKET BRANCH.Carriageways and adjacent footways adopted for maintenance."
"Rustic Cottages","Redford","Adopted","RUSTIC COTTAGESPart of COLINTON ROAD - 1-7 cottages at THORBURN ROAD.Carriageways and adjacent footways adopted for maintenance."
"Rutherford Drive","Liberton","Adopted","RUTHERFORD DRIVEFrom GILMERTON ROAD southwards to GLENVARLOCH CRESCENT.Carriageways and adjacent footways adopted for maintenance."
"Ruthven Place","Inch","Adopted","RUTHVEN PLACEFrom WALTER SCOTT AVENUE south then east then north to a dead end at Walter Scott Avenue. Including a cul-de-sac branch southwards from east section.Carriageways and adjacent footways adopted for maintenance. Public including parking bays and service strips where there is no footway."
"Rutland Court","Dalry","Private","RUTLAND COURTPRIVATE COURT: from RUTLAND SQUARE south-eastwards.Not adopted for maintenance under the List of Public Roads."
"Rutland Court Lane","Bruntsfield","Adopted","RUTLAND COURT LANEFrom CANNING STREET north-eastwards.Carriageways and adjacent footways adopted for maintenance. Public except landscaped areas and footpath and footbridge named RUTLAND COURT."
"Rutland Place","Dalry","Adopted","RUTLAND PLACE"
"Rutland Square","Bruntsfield","Adopted","RUTLAND SQUAREFrom RUTLAND STREET (west corners) round central enclosure with extensions, 4  corners and roadway to CANNING STREET.  Carriageways and adjacent footways adopted for maintenance."
"Rutland Street","Bruntsfield","Adopted","RUTLAND STREETFrom east corner RUTLAND PLACE to east side RUTLAND SQUARE.Carriageways and adjacent footways adopted for maintenance."
"Ryehill Avenue","Lochend","Adopted","RYEHILL AVENUEFrom RYEHILL TERRACE southwards to RYEHILL GROVE.Carriageways and adjacent footways adopted for maintenance."
"Ryehill Gardens","Lochend","Adopted","RYEHILL GARDENSFrom RYEHILL TERRACE southwards to RYEHILL GROVE.Carriageways and adjacent footways adopted for maintenance."
"Ryehill Grove","Lochend","Adopted","RYEHILL GROVEFrom RYEHILL GARDENS  centre-line westwards to HERMITAGE PARK.Carriageways and adjacent footways adopted for maintenance."
"Ryehill Place","Lochend","Adopted","RYEHILL PLACE From RYEHILL TERRACE southwards - a cul-de-sac.Carriageways and adjacent footways adopted for maintenance."
"Ryehill Terrace","Lochend","Adopted","RYEHILL TERRACEFrom RESTALRIG ROAD  west and northwards  to CORNHILL TERRACE.Carriageways and adjacent footways adopted for maintenance."
"Saddle Tree Loan","Inch","Adopted","SADDLE TREE LOANFrom DUNDRENNAN COTTAGES north-eastwards to DINMONT DRIVE.Carriageways and adjacent footways adopted for maintenance."
"Saddler's Mews","Bruntsfield","Adopted","SADDLER'S MEWSFrom Gray's Loan just south of the junction with Spylaw Road generally south-westwards with a branch south, a cul-de-sac.Carriageways and adjacent footways adopted for maintenance. Public except private parking areas."
"Sailmaker Road","South Leith","Prospectively Adopted","SAILMAKER ROADPROSPECTIVELY ADOPTABLENot as yet included for maintenance under the List of Public Roads."
"Salamander Court","South Leith","Partially Adopted","SALAMANDER COURTFrom SALAMANDER PLACE north-west - a cul-de-sac ending in a hammerhead.Street split between PUBLIC and PROSPECTIVELY ADOPTABLE sections.PUBLIC SECTION:From SALAMANDER PLACE north-west for approximately 61m.Carriageways and adjacent footways adopted for maintenance. PROSPECTIVELY ADOPTABLE SECTION: From public section north-west ending in a hammerhead.Not as yet included for maintenance under the List of Public Roads."
"Salamander Place","South Leith","Adopted","SALAMANDER PLACEFrom SALAMANDER STREET south-westwards to LINKS PLACE  Carriageways and adjacent footways adopted for maintenance."
"Salamander Street","South Leith","Adopted","SALAMANDER STREETFrom angle at BALTIC STREET south-eastwards to SEAFIELD PLACE centre-line.Carriageways and adjacent footways adopted for maintenance."
"Salamander Yards","South Leith","Adopted","SALAMANDER YARDSFrom Salamander Street opposite No 79 south-westwards.Carriageways and adjacent footways adopted for maintenance."
"Salisbury Mews","Newington","Private","SALISBURY MEWSPRIVATE STREET: From Salisbury Road north then east - a cul-de-sac.  Locked gate at entrance.Not included for maintenance under the List of Public Roads."
"Salisbury Place","Newington","Adopted","SALISBURY PLACEFrom NEWINGTON ROAD westwards to CAUSEWAYSIDE centre-line.Carriageways and adjacent footways adopted for maintenance."
"Salisbury Road","Newington","Adopted","SALISBURY ROADFrom NEWINGTON ROAD eastwards to DALKEITH ROAD.Carriageways and adjacent footways adopted for maintenance. Public except lane adjacent to No's 35,37,41,43,45 and 51."
"Salisbury Street","Old Town","Adopted","SALISBURY STREET"
"Salmond Place","Broughton","Adopted","SALMOND PLACEFrom LONDON ROAD north-eastwards to PITLOCHRY PLACE. East side only,Carriageways and adjacent footways adopted for maintenance."
"Saltire Drive","Granton","Partially Adopted","SALTIRE DRIVEStreet split between PUBLIC and PROSPECTIVELY ADOPTABLE sections.PUBLIC: From Waterfront Avenue northwards for a distance of approximately 40m or thereby.Carriageways and adjacent footways are adopted for maintenance.PROSPECTIVELY ADOPTABLE: From adopted section northwards then east ending in a fishtail.Carriageways and adjacent footways have not as yet been added to the List of Public Roads."
"Saltire Square","Granton","Adopted","SALTIRE SQUAREFrom Saltire Square eastwards - a square.Carriageways and adjacent footways are adopted for maintenance.Water features and trees are privately maintained."
"Saltire Street","Granton","Partially Adopted","SALTIRE STREETStreet split between PUBLIC and PROSPECTIVELY ADOPTABLE sections.PUBLIC: From Waterfront Avenue north for a distance of approximately 64m including cul-de-sac branch west with hammerhead and 14 end-on parking spaces..  Carriageways and adjacent footways are adopted for maintenance.PROSPECTIVELY ADOPTABLE: From adopted section northwards to Saltire Drive.Carriageways and adjacent footways have not as yet been added to the List of Public Roads."
"Salvesen Crescent","Muirhouse","Adopted","SALVESEN CRESCENTFrom SALVESEN GARDENS westwards, northwards and eastwards returning to SALVESENGARDENS, with branches south and west.Carriageways and adjacent footways adopted for maintenance. Parking and landscaped areas are private except for parking courtyard serving No.s34-72 which isadopted(ex-housing).."
"Salvesen Gardens","Muirhouse","Adopted","SALVESEN GARDENSFrom SALVESEN TERRACE westwards thence northwards, westwards, southwards andeastwards, forming a square.Carriageways and adjacent footways adopted for maintenance."
"Salvesen Grove","Muirhouse","Adopted","SALVESEN GROVEFrom SALVESEN GARDENS southwards and westwards returning to SALVESEN GARDENS.Carriageways and adjacent footways adopted for maintenance."
"Salvesen Terrace","Granton","Adopted","SALVESEN TERRACEPart of the west side of MARINE DRIVE; From PENNYWELL ROAD at WEST GRANTON ROAD northwards and westwards to eastern boundary of CRAMOND HOUSE.  Length 2430 yards."
"Sandford Gardens","Portobello West","Adopted","SANDFORD GARDENSFrom BRIGHTON PLACE south-eastwards to LEE CRESCENT (west side).Carriageways and adjacent footways adopted for maintenance."
"Sandpiper Drive","Newhaven","Adopted","SANDPIPER DRIVEFrom Lindsay Road northwards to supermarket car park entrance.Carriageways & adjacent footways are adopted for maintenance. Includes bellmouths to future development sites at north end."
"Sandpiper Road","Newhaven","Adopted","SANDPIPER ROADFrom Sandpiper Place westwards to Newhaven Place.  Includes parallel parking at west end.Carriageways & adjacent footways adopted for maintenance."
"Sandport","North Leith","Private","SANDPORTPRIVATE: Off COMMERCIAL STREET at DOCK PLACE.Not adopted for maintenance under the List of Public Roads."
"Sandport Place","North Leith","Adopted","SANDPORT PLACEFrom the junction of TOLBOOTH WYND and SHORE north-westwards to DOCK STREET.Carriageways and adjacent footways adopted for maintenance."
"Sandport Street","North Leith","Adopted","SANDPORT STREETFrom COMMERCIAL STREET south-westwards, a cul-de-sac.Carriageways and adjacent footways adopted for maintenance. PRIVATE STREET: COMMERCIAL WHARF - private area at rear of The Cooperage, running behind No.s 26-39 SANDPORT STREET - responsibility for maintenance lies with the adjoining owners."
"Sandport Way","North Leith","Partially Adopted","SANDPORT WAYFrom Sandport Place north-east with branch south then east.Street split between PUBLIC and PROSPECTIVELY ADOPTABLE sections.PUBLIC: From Sandport Place north-east - a cul-de-sac.Carriageways and adjacent footways are adopted for maintenance.PROSPECTIVELY ADOPTABLE: From public section - a branch south then east not including any parking.Carriageways and adjacent footways have not as yet been added to the List of Public Roads,"
"Sauchiebank","Roseburn","Adopted","SAUCHIEBANKFrom RUSSELL ROAD east with a branch south.  Carriageways and adjacent footways adopted for maintenance. Public including footway on both sides at entrance to site; on north and west sides of branch and in front of factoryunits and service strip on south side of carriageway east. Excluding all parking and landscaped areas."
"Saughton Avenue","Slateford","Adopted","SAUGHTON AVENUEFrom GORGIE ROAD north-westwards  -  a cul-de-sac. Carriageways and adjacent footways adopted for maintenance."
"Saughton Crescent","Saughtonhall","Adopted","SAUGHTON CRESCENTFrom west side of SAUGHTONHALL DRIVE westwards to east side of BALGREEN ROAD.Carriageways and adjacent footways adopted for maintenance."
"Saughton Gardens","Saughtonhall","Adopted","SAUGHTON GARDENSFrom the south side of SAUGHTON CRESCENT southwards to SAUGHTON PARK.Carriageways and adjacent footways adopted for maintenance."
"Saughton Grove","Saughtonhall","Adopted","SAUGHTON GROVEFrom south side of SAUGHTON CRESCENT southwards to SAUGHTON PARK.Carriageways and adjacent footways adopted for maintenance."
"Saughton Loan","Saughtonhall","Adopted","SAUGHTON LOANFrom south side of SAUGHTON CRESCENT south-eastwards to SAUGHTON PARK.Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Avenue","Saughton","Adopted","SAUGHTON MAINS AVENUEFrom STENHOUSE STREET WEST southwards to CALDER ROAD.  Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Bank","Saughton","Adopted","SAUGHTON MAINS BANKFrom STENHOUSE STREET WEST south-eastwards  then south-westwards - a cul-de-sac with turning head and branch south-west  at No. 2 with hammerhead. Including parking. Also includes footpaths to Saughton Mains Gardens, Saughton Mains Street & Saughton Mains Drive. Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Drive","Saughton","Adopted","SAUGHTON MAINS DRIVEFrom SAUGHTON ROAD north-eastwards to SAUGHTON MAINS STREET, with southwards cul-de-sac.Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Gardens","Saughton","Adopted","SAUGHTON MAINS GARDENSFrom SAUGHTON ROAD north-eastwards curving south-eastwards and south-westwards returning to SAUGHTON ROAD. Including two link roads.Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Grove","Saughton","Adopted","SAUGHTON MAINS GROVEFrom SAUGHTON MAINS DRIVE south-eastwards to CALDER ROAD.Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Loan","Saughton","Adopted","SAUGHTON MAINS LOANFrom SAUGHTON ROAD (service road) north-eastwards to SAUGHTON MAINS PLACE.Carriageways and adjacent footways adopted for maintenance."
"Saughton Mains Park","Saughton","Adopted","SAUGHTON MAINS PARKFrom SAUGHTON ROAD north-eastwards -  a cul-de-sac, with branches north-westwards and south-eastwards.Carriageways and adjacent footways adopted for maintenance. Parking and garage areas are now Adopted Ex-Housing."
"Saughton Mains Place","Saughton","Adopted","SAUGHTON MAINS PLACEFrom STENHOUSE STREET WEST south-eastwards to CALDER ROAD.Carriageways and adjacent footways adopted for maintenance. Public except parking and garage areas."
"Saughton Mains Street","Saughton","Adopted","SAUGHTON MAINS STREETFrom Saughton Road just south of Railway, north-east and south-east to Saughton Mains Drive, including service road going south-east from Saughton Mains Drive  to Calder Road including the branch west  from Saughton Mains Street opposite No. 13 to Stenhouse Gardens including adjacent parking, end-on and layby parking on east side of carriageway between No.6 and Stenhouse Street West.  Carriageways and adjacent footways adopted for maintenance."
